Sexo;Edad;Causas (lista reducida);Total
Mujeres;De 60 a 64 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;25
Mujeres;De 60 a 64 años;Senilidad;0
Mujeres;De 60 a 64 años;Muerte súbita infantil;0
Mujeres;De 60 a 64 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;5
Mujeres;De 60 a 64 años;Causas externas de mortalidad;23
Mujeres;De 60 a 64 años;Accidentes de tráfico;5
Mujeres;De 60 a 64 años;Otros accidentes;0
Mujeres;De 60 a 64 años;Caídas accidentales;2
Mujeres;De 60 a 64 años;Ahogamiento, sumersión y sofocación accidentales;3
Mujeres;De 60 a 64 años;Accidentes por fuego, humo y sustancias calientes;1
Mujeres;De 60 a 64 años;Envenenamiento accidental por psicofármacos y drogas de abuso;0
Mujeres;De 60 a 64 años;Otros envenenamientos accidentales;0
Mujeres;De 60 a 64 años;Otros accidentes;2
Mujeres;De 60 a 64 años;Suicidio y lesiones autoinfligidas;7
Mujeres;De 60 a 64 años;Agresiones (Homicidio);0
Mujeres;De 60 a 64 años;Eventos de intención no determinada;0
Mujeres;De 60 a 64 años;Complicaciones de la atención médica y quirúrgica;3
Mujeres;De 60 a 64 años;Otras causas externas y sus efectos tardíos;0
Mujeres;De 65 a 69 años;Enfermedades infecciosas intestinales y parasitarias;10
Mujeres;De 65 a 69 años;Enfermedades infecciosas intestinales y parasitarias;0
Mujeres;De 65 a 69 años;Tuberculosis y sus efectos tardíos;1
Mujeres;De 65 a 69 años;Enfermedad meningocócica;0
Mujeres;De 65 a 69 años;Septicemia;6
Mujeres;De 65 a 69 años;Hepatitis vírica;1
Mujeres;De 65 a 69 años;SIDA;0
Mujeres;De 65 a 69 años;VIH+;0
Mujeres;De 65 a 69 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;2
Mujeres;De 65 a 69 años;Tumores;477
Mujeres;De 65 a 69 años;Tumores;5
Mujeres;De 65 a 69 años;Tumores;9
Mujeres;De 65 a 69 años;Tumores;22
Mujeres;De 65 a 69 años;Tumores;28
Mujeres;De 65 a 69 años;Tumores;16
Mujeres;De 65 a 69 años;Tumores;13
Mujeres;De 65 a 69 años;Tumores;40
Mujeres;De 65 a 69 años;Otros tumores;10
Mujeres;De 65 a 69 años;Tumores;2
Mujeres;De 65 a 69 años;Tumores;97
Mujeres;De 65 a 69 años;Otros tumores;4
Mujeres;De 65 a 69 años;Tumores malignos;1
Mujeres;De 65 a 69 años;Melanoma maligno de la piel;4
Mujeres;De 65 a 69 años;Otros tumores;8
Mujeres;De 65 a 69 años;Tumores;69
Mujeres;De 65 a 69 años;Tumores;4
Mujeres;De 65 a 69 años;Tumores;26
Mujeres;De 65 a 69 años;Tumores;27
Mujeres;De 65 a 69 años;Tumores malignos;2
Mujeres;De 65 a 69 años;Tumores;0
Mujeres;De 65 a 69 años;Tumores malignos;0
Mujeres;De 65 a 69 años;Tumores;6
Mujeres;De 65 a 69 años;Tumores;5
Mujeres;De 65 a 69 años;Otros tumores;1
Mujeres;De 65 a 69 años;Tumores;17
Mujeres;De 65 a 69 años;Otros tumores;3
Mujeres;De 65 a 69 años;Tumores;18
Mujeres;De 65 a 69 años;Tumores malignos;16
Mujeres;De 65 a 69 años;Leucemia;15
Mujeres;De 65 a 69 años;Tumores in situ;0
Mujeres;De 65 a 69 años;Tumores benignos;3
Mujeres;De 65 a 69 años;Síndrome mielodisplásico;0
Mujeres;De 65 a 69 años;Otros tumores;6
Mujeres;De 65 a 69 años;Enfermedades de la sangre y de los órganos hematopoyéticos;5
Mujeres;De 65 a 69 años;Enfermedades de la sangre y de los órganos hematopoyéticos;5
Mujeres;De 65 a 69 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;0
Mujeres;De 65 a 69 años;Enfermedades endocrinas, nutricionales y metabólicas;13
Mujeres;De 65 a 69 años;Diabetes mellitus;5
Mujeres;De 65 a 69 años;Otras enfermedades;8
Mujeres;De 65 a 69 años;Trastornos mentales y del comportamiento;12
Mujeres;De 65 a 69 años;Trastornos mentales y del comportamiento;11
Mujeres;De 65 a 69 años;Trastornos mentales y del comportamiento;0
Mujeres;De 65 a 69 años;Trastornos mentales y del comportamiento;0
Mujeres;De 65 a 69 años;Trastornos mentales y del comportamiento;1
Mujeres;De 65 a 69 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;47
Mujeres;De 65 a 69 años;Meningitis;0
Mujeres;De 65 a 69 años;Alzheimer;12
Mujeres;De 65 a 69 años;Otras enfermedades;35
Mujeres;De 65 a 69 años;Enfermedades del sistema circulatorio;121
Mujeres;De 65 a 69 años;Enfermedades cardíacas reumáticas crónicas;7
Mujeres;De 65 a 69 años;Enfermedades hipertensivas;5
Mujeres;De 65 a 69 años;Infarto agudo de miocardio;29
Mujeres;De 65 a 69 años;Otras enfermedades;17
Mujeres;De 65 a 69 años;Insuficiencia cardíaca;6
Mujeres;De 65 a 69 años;Otras enfermedades;26
Mujeres;De 65 a 69 años;Enfermedades cerebrovasculares;22
Mujeres;De 65 a 69 años;Aterosclerosis;1
Mujeres;De 65 a 69 años;Otras enfermedades;8
Mujeres;De 65 a 69 años;Enfermedades del sistema respiratorio;65
Mujeres;De 65 a 69 años;Influenza (gripe);4
Mujeres;De 65 a 69 años;Neumonía;12
Mujeres;De 65 a 69 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);23
Mujeres;De 65 a 69 años;Asma;0
Mujeres;De 65 a 69 años;Insuficiencia respiratoria;4
Mujeres;De 65 a 69 años;Otras enfermedades;22
Mujeres;De 65 a 69 años;Enfermedades del sistema digestivo;32
Mujeres;De 65 a 69 años;Úlcera de estómago, duodeno y yeyuno;3
Mujeres;De 65 a 69 años;Enteritis y colitis no infecciosas;0
Mujeres;De 65 a 69 años;Enfermedad vascular intestinal;3
Mujeres;De 65 a 69 años;Cirrosis y otras enfermedades crónicas del hígado;10
Mujeres;De 65 a 69 años;Otras enfermedades;16
Mujeres;De 65 a 69 años;Enfermedades de la piel y del tejido subcutáneo;3
Mujeres;De 65 a 69 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;4
Mujeres;De 65 a 69 años;Artritis reumatoide y osteoartrosis;1
Mujeres;De 65 a 69 años;Osteoporosis y fractura patológica;0
Mujeres;De 65 a 69 años;Otras enfermedades;3
Mujeres;De 65 a 69 años;Enfermedades del sistema genitourinario;8
Mujeres;De 65 a 69 años;Enfermedades del riñón y del uréter;3
Mujeres;De 65 a 69 años;Enfermedades de los genitales;0
Mujeres;De 65 a 69 años;Enfermedades de los genitales;1
Mujeres;De 65 a 69 años;Otras enfermedades;4
Mujeres;De 65 a 69 años;Embarazo, parto y puerperio;0
Mujeres;De 65 a 69 años;Afecciones originadas en el periodo perinatal;0
Mujeres;De 65 a 69 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Mujeres;De 65 a 69 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Mujeres;De 65 a 69 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Mujeres;De 65 a 69 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Mujeres;De 65 a 69 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;37
Mujeres;De 65 a 69 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;26
Mujeres;De 65 a 69 años;Senilidad;0
Mujeres;De 65 a 69 años;Muerte súbita infantil;0
Mujeres;De 65 a 69 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;11
Mujeres;De 65 a 69 años;Causas externas de mortalidad;24
Mujeres;De 65 a 69 años;Accidentes de tráfico;5
Mujeres;De 65 a 69 años;Otros accidentes;0
Mujeres;De 65 a 69 años;Caídas accidentales;2
Mujeres;De 65 a 69 años;Ahogamiento, sumersión y sofocación accidentales;2
Mujeres;De 65 a 69 años;Accidentes por fuego, humo y sustancias calientes;0
Mujeres;De 65 a 69 años;Envenenamiento accidental por psicofármacos y drogas de abuso;0
Mujeres;De 65 a 69 años;Otros envenenamientos accidentales;0
Mujeres;De 65 a 69 años;Otros accidentes;5
Mujeres;De 65 a 69 años;Suicidio y lesiones autoinfligidas;8
Mujeres;De 65 a 69 años;Agresiones (Homicidio);0
Mujeres;De 65 a 69 años;Eventos de intención no determinada;0
Mujeres;De 65 a 69 años;Complicaciones de la atención médica y quirúrgica;2
Mujeres;De 65 a 69 años;Otras causas externas y sus efectos tardíos;0
Mujeres;De 70 a 74 años;Enfermedades infecciosas intestinales y parasitarias;22
Mujeres;De 70 a 74 años;Enfermedades infecciosas intestinales y parasitarias;4
Mujeres;De 70 a 74 años;Tuberculosis y sus efectos tardíos;0
Mujeres;De 70 a 74 años;Enfermedad meningocócica;0
Mujeres;De 70 a 74 años;Septicemia;10
Mujeres;De 70 a 74 años;Hepatitis vírica;2
Mujeres;De 70 a 74 años;SIDA;0
Mujeres;De 70 a 74 años;VIH+;0
Mujeres;De 70 a 74 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;6
Mujeres;De 70 a 74 años;Tumores;631
Mujeres;De 70 a 74 años;Tumores;7
Mujeres;De 70 a 74 años;Tumores;6
Mujeres;De 70 a 74 años;Tumores;31
Mujeres;De 70 a 74 años;Tumores;38
Mujeres;De 70 a 74 años;Tumores;25
Mujeres;De 70 a 74 años;Tumores;26
Mujeres;De 70 a 74 años;Tumores;61
Mujeres;De 70 a 74 años;Otros tumores;19
Mujeres;De 70 a 74 años;Tumores;3
Mujeres;De 70 a 74 años;Tumores;95
Mujeres;De 70 a 74 años;Otros tumores;5
Mujeres;De 70 a 74 años;Tumores malignos;0
Mujeres;De 70 a 74 años;Melanoma maligno de la piel;6
Mujeres;De 70 a 74 años;Otros tumores;9
Mujeres;De 70 a 74 años;Tumores;71
Mujeres;De 70 a 74 años;Tumores;9
Mujeres;De 70 a 74 años;Tumores;32
Mujeres;De 70 a 74 años;Tumores;33
Mujeres;De 70 a 74 años;Tumores malignos;8
Mujeres;De 70 a 74 años;Tumores;0
Mujeres;De 70 a 74 años;Tumores malignos;0
Mujeres;De 70 a 74 años;Tumores;4
Mujeres;De 70 a 74 años;Tumores;11
Mujeres;De 70 a 74 años;Otros tumores;7
Mujeres;De 70 a 74 años;Tumores;23
Mujeres;De 70 a 74 años;Otros tumores;2
Mujeres;De 70 a 74 años;Tumores;23
Mujeres;De 70 a 74 años;Tumores malignos;35
Mujeres;De 70 a 74 años;Leucemia;26
Mujeres;De 70 a 74 años;Tumores in situ;0
Mujeres;De 70 a 74 años;Tumores benignos;5
Mujeres;De 70 a 74 años;Síndrome mielodisplásico;2
Mujeres;De 70 a 74 años;Otros tumores;9
Mujeres;De 70 a 74 años;Enfermedades de la sangre y de los órganos hematopoyéticos;3
Mujeres;De 70 a 74 años;Enfermedades de la sangre y de los órganos hematopoyéticos;2
Mujeres;De 70 a 74 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;1
Mujeres;De 70 a 74 años;Enfermedades endocrinas, nutricionales y metabólicas;26
Mujeres;De 70 a 74 años;Diabetes mellitus;13
Mujeres;De 70 a 74 años;Otras enfermedades;13
Mujeres;De 70 a 74 años;Trastornos mentales y del comportamiento;29
Mujeres;De 70 a 74 años;Trastornos mentales y del comportamiento;27
Mujeres;De 70 a 74 años;Trastornos mentales y del comportamiento;0
Mujeres;De 70 a 74 años;Trastornos mentales y del comportamiento;0
Mujeres;De 70 a 74 años;Trastornos mentales y del comportamiento;2
Mujeres;De 70 a 74 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;67
Mujeres;De 70 a 74 años;Meningitis;0
Mujeres;De 70 a 74 años;Alzheimer;23
Mujeres;De 70 a 74 años;Otras enfermedades;44
Mujeres;De 70 a 74 años;Enfermedades del sistema circulatorio;246
Mujeres;De 70 a 74 años;Enfermedades cardíacas reumáticas crónicas;14
Mujeres;De 70 a 74 años;Enfermedades hipertensivas;16
Mujeres;De 70 a 74 años;Infarto agudo de miocardio;42
Mujeres;De 70 a 74 años;Otras enfermedades;23
Mujeres;De 70 a 74 años;Insuficiencia cardíaca;17
Mujeres;De 70 a 74 años;Otras enfermedades;57
Mujeres;De 70 a 74 años;Enfermedades cerebrovasculares;58
Mujeres;De 70 a 74 años;Aterosclerosis;1
Mujeres;De 70 a 74 años;Otras enfermedades;18
Mujeres;De 70 a 74 años;Enfermedades del sistema respiratorio;120
Mujeres;De 70 a 74 años;Influenza (gripe);3
Mujeres;De 70 a 74 años;Neumonía;15
Mujeres;De 70 a 74 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);32
Mujeres;De 70 a 74 años;Asma;3
Mujeres;De 70 a 74 años;Insuficiencia respiratoria;8
Mujeres;De 70 a 74 años;Otras enfermedades;59
Mujeres;De 70 a 74 años;Enfermedades del sistema digestivo;65
Mujeres;De 70 a 74 años;Úlcera de estómago, duodeno y yeyuno;4
Mujeres;De 70 a 74 años;Enteritis y colitis no infecciosas;1
Mujeres;De 70 a 74 años;Enfermedad vascular intestinal;8
Mujeres;De 70 a 74 años;Cirrosis y otras enfermedades crónicas del hígado;10
Mujeres;De 70 a 74 años;Otras enfermedades;42
Mujeres;De 70 a 74 años;Enfermedades de la piel y del tejido subcutáneo;3
Mujeres;De 70 a 74 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;7
Mujeres;De 70 a 74 años;Artritis reumatoide y osteoartrosis;2
Mujeres;De 70 a 74 años;Osteoporosis y fractura patológica;0
Mujeres;De 70 a 74 años;Otras enfermedades;5
Mujeres;De 70 a 74 años;Enfermedades del sistema genitourinario;24
Mujeres;De 70 a 74 años;Enfermedades del riñón y del uréter;10
Mujeres;De 70 a 74 años;Enfermedades de los genitales;0
Mujeres;De 70 a 74 años;Enfermedades de los genitales;1
Mujeres;De 70 a 74 años;Otras enfermedades;13
Mujeres;De 70 a 74 años;Embarazo, parto y puerperio;0
Mujeres;De 70 a 74 años;Afecciones originadas en el periodo perinatal;0
Mujeres;De 70 a 74 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Mujeres;De 70 a 74 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Mujeres;De 70 a 74 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Mujeres;De 70 a 74 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;1
Mujeres;De 70 a 74 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;45
Mujeres;De 70 a 74 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;34
Mujeres;De 70 a 74 años;Senilidad;0
Mujeres;De 70 a 74 años;Muerte súbita infantil;0
Mujeres;De 70 a 74 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;11
Mujeres;De 70 a 74 años;Causas externas de mortalidad;35
Mujeres;De 70 a 74 años;Accidentes de tráfico;6
Mujeres;De 70 a 74 años;Otros accidentes;0
Mujeres;De 70 a 74 años;Caídas accidentales;7
Mujeres;De 70 a 74 años;Ahogamiento, sumersión y sofocación accidentales;7
Mujeres;De 70 a 74 años;Accidentes por fuego, humo y sustancias calientes;1
Mujeres;De 70 a 74 años;Envenenamiento accidental por psicofármacos y drogas de abuso;0
Mujeres;De 70 a 74 años;Otros envenenamientos accidentales;0
Mujeres;De 70 a 74 años;Otros accidentes;4
Mujeres;De 70 a 74 años;Suicidio y lesiones autoinfligidas;6
Mujeres;De 70 a 74 años;Agresiones (Homicidio);0
Mujeres;De 70 a 74 años;Eventos de intención no determinada;0
Mujeres;De 70 a 74 años;Complicaciones de la atención médica y quirúrgica;4
Mujeres;De 70 a 74 años;Otras causas externas y sus efectos tardíos;0
Mujeres;De 75 a 79 años;Enfermedades infecciosas intestinales y parasitarias;23
Mujeres;De 75 a 79 años;Enfermedades infecciosas intestinales y parasitarias;4
Mujeres;De 75 a 79 años;Tuberculosis y sus efectos tardíos;0
Mujeres;De 75 a 79 años;Enfermedad meningocócica;0
Mujeres;De 75 a 79 años;Septicemia;9
Mujeres;De 75 a 79 años;Hepatitis vírica;2
Mujeres;De 75 a 79 años;SIDA;0
Mujeres;De 75 a 79 años;VIH+;0
Mujeres;De 75 a 79 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;8
Mujeres;De 75 a 79 años;Tumores;596
Mujeres;De 75 a 79 años;Tumores;4
Mujeres;De 75 a 79 años;Tumores;2
Mujeres;De 75 a 79 años;Tumores;30
Mujeres;De 75 a 79 años;Tumores;47
Mujeres;De 75 a 79 años;Tumores;21
Mujeres;De 75 a 79 años;Tumores;27
Mujeres;De 75 a 79 años;Tumores;57
Mujeres;De 75 a 79 años;Otros tumores;14
Mujeres;De 75 a 79 años;Tumores;0
Mujeres;De 75 a 79 años;Tumores;81
Mujeres;De 75 a 79 años;Otros tumores;1
Mujeres;De 75 a 79 años;Tumores malignos;1
Mujeres;De 75 a 79 años;Melanoma maligno de la piel;7
Mujeres;De 75 a 79 años;Otros tumores;4
Mujeres;De 75 a 79 años;Tumores;65
Mujeres;De 75 a 79 años;Tumores;5
Mujeres;De 75 a 79 años;Tumores;29
Mujeres;De 75 a 79 años;Tumores;26
Mujeres;De 75 a 79 años;Tumores malignos;8
Mujeres;De 75 a 79 años;Tumores;0
Mujeres;De 75 a 79 años;Tumores malignos;0
Mujeres;De 75 a 79 años;Tumores;8
Mujeres;De 75 a 79 años;Tumores;7
Mujeres;De 75 a 79 años;Otros tumores;10
Mujeres;De 75 a 79 años;Tumores;23
Mujeres;De 75 a 79 años;Otros tumores;4
Mujeres;De 75 a 79 años;Tumores;26
Mujeres;De 75 a 79 años;Tumores malignos;44
Mujeres;De 75 a 79 años;Leucemia;23
Mujeres;De 75 a 79 años;Tumores in situ;0
Mujeres;De 75 a 79 años;Tumores benignos;4
Mujeres;De 75 a 79 años;Síndrome mielodisplásico;5
Mujeres;De 75 a 79 años;Otros tumores;13
Mujeres;De 75 a 79 años;Enfermedades de la sangre y de los órganos hematopoyéticos;5
Mujeres;De 75 a 79 años;Enfermedades de la sangre y de los órganos hematopoyéticos;3
Mujeres;De 75 a 79 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;2
Mujeres;De 75 a 79 años;Enfermedades endocrinas, nutricionales y metabólicas;53
Mujeres;De 75 a 79 años;Diabetes mellitus;36
Mujeres;De 75 a 79 años;Otras enfermedades;17
Mujeres;De 75 a 79 años;Trastornos mentales y del comportamiento;68
Mujeres;De 75 a 79 años;Trastornos mentales y del comportamiento;65
Mujeres;De 75 a 79 años;Trastornos mentales y del comportamiento;0
Mujeres;De 75 a 79 años;Trastornos mentales y del comportamiento;0
Mujeres;De 75 a 79 años;Trastornos mentales y del comportamiento;3
Mujeres;De 75 a 79 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;117
Mujeres;De 75 a 79 años;Meningitis;0
Mujeres;De 75 a 79 años;Alzheimer;55
Mujeres;De 75 a 79 años;Otras enfermedades;62
Mujeres;De 75 a 79 años;Enfermedades del sistema circulatorio;418
Mujeres;De 75 a 79 años;Enfermedades cardíacas reumáticas crónicas;11
Mujeres;De 75 a 79 años;Enfermedades hipertensivas;30
Mujeres;De 75 a 79 años;Infarto agudo de miocardio;56
Mujeres;De 75 a 79 años;Otras enfermedades;54
Mujeres;De 75 a 79 años;Insuficiencia cardíaca;54
Mujeres;De 75 a 79 años;Otras enfermedades;95
Mujeres;De 75 a 79 años;Enfermedades cerebrovasculares;97
Mujeres;De 75 a 79 años;Aterosclerosis;4
Mujeres;De 75 a 79 años;Otras enfermedades;17
Mujeres;De 75 a 79 años;Enfermedades del sistema respiratorio;184
Mujeres;De 75 a 79 años;Influenza (gripe);5
Mujeres;De 75 a 79 años;Neumonía;34
Mujeres;De 75 a 79 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);31
Mujeres;De 75 a 79 años;Asma;4
Mujeres;De 75 a 79 años;Insuficiencia respiratoria;16
Mujeres;De 75 a 79 años;Otras enfermedades;94
Mujeres;De 75 a 79 años;Enfermedades del sistema digestivo;73
Mujeres;De 75 a 79 años;Úlcera de estómago, duodeno y yeyuno;2
Mujeres;De 75 a 79 años;Enteritis y colitis no infecciosas;1
Mujeres;De 75 a 79 años;Enfermedad vascular intestinal;11
Mujeres;De 75 a 79 años;Cirrosis y otras enfermedades crónicas del hígado;12
Mujeres;De 75 a 79 años;Otras enfermedades;47
Mujeres;De 75 a 79 años;Enfermedades de la piel y del tejido subcutáneo;7
Mujeres;De 75 a 79 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;19
Mujeres;De 75 a 79 años;Artritis reumatoide y osteoartrosis;3
Mujeres;De 75 a 79 años;Osteoporosis y fractura patológica;2
Mujeres;De 75 a 79 años;Otras enfermedades;14
Mujeres;De 75 a 79 años;Enfermedades del sistema genitourinario;47
Mujeres;De 75 a 79 años;Enfermedades del riñón y del uréter;20
Mujeres;De 75 a 79 años;Enfermedades de los genitales;0
Mujeres;De 75 a 79 años;Enfermedades de los genitales;3
Mujeres;De 75 a 79 años;Otras enfermedades;24
Mujeres;De 75 a 79 años;Embarazo, parto y puerperio;0
Mujeres;De 75 a 79 años;Afecciones originadas en el periodo perinatal;0
Mujeres;De 75 a 79 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Mujeres;De 75 a 79 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Mujeres;De 75 a 79 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;0
Mujeres;De 75 a 79 años;Malformaciones congénitas, deformidades y anomalías cromosómicas;2
Mujeres;De 75 a 79 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;48
Mujeres;De 75 a 79 años;Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;41
Mujeres;De 75 a 79 años;Senilidad;0
Mujeres;De 75 a 79 años;Muerte súbita infantil;0
Mujeres;De 75 a 79 años;Síntomas, signos y hallazgos anormales clínicos y de laboratorio;7
Mujeres;De 75 a 79 años;Causas externas de mortalidad;44
Mujeres;De 75 a 79 años;Accidentes de tráfico;1
Mujeres;De 75 a 79 años;Otros accidentes;0
Mujeres;De 75 a 79 años;Caídas accidentales;14
Mujeres;De 75 a 79 años;Ahogamiento, sumersión y sofocación accidentales;8
Mujeres;De 75 a 79 años;Accidentes por fuego, humo y sustancias calientes;1
Mujeres;De 75 a 79 años;Envenenamiento accidental por psicofármacos y drogas de abuso;2
Mujeres;De 75 a 79 años;Otros envenenamientos accidentales;1
Mujeres;De 75 a 79 años;Otros accidentes;5
Mujeres;De 75 a 79 años;Suicidio y lesiones autoinfligidas;10
Mujeres;De 75 a 79 años;Agresiones (Homicidio);0
Mujeres;De 75 a 79 años;Eventos de intención no determinada;0
Mujeres;De 75 a 79 años;Complicaciones de la atención médica y quirúrgica;2
Mujeres;De 75 a 79 años;Otras causas externas y sus efectos tardíos;0
Mujeres;De 80 a 84 años;Enfermedades infecciosas intestinales y parasitarias;63
Mujeres;De 80 a 84 años;Enfermedades infecciosas intestinales y parasitarias;11
Mujeres;De 80 a 84 años;Tuberculosis y sus efectos tardíos;2
Mujeres;De 80 a 84 años;Enfermedad meningocócica;0
Mujeres;De 80 a 84 años;Septicemia;26
Mujeres;De 80 a 84 años;Hepatitis vírica;6
Mujeres;De 80 a 84 años;SIDA;0
Mujeres;De 80 a 84 años;VIH+;0
Mujeres;De 80 a 84 años;Resto de enfermedades infecciosas y parasitarias y sus efectos tardíos;18
Mujeres;De 80 a 84 años;Tumores;848
Mujeres;De 80 a 84 años;Tumores;15
Mujeres;De 80 a 84 años;Tumores;7
Mujeres;De 80 a 84 años;Tumores;43
Mujeres;De 80 a 84 años;Tumores;80
Mujeres;De 80 a 84 años;Tumores;34
Mujeres;De 80 a 84 años;Tumores;36
Mujeres;De 80 a 84 años;Tumores;84
Mujeres;De 80 a 84 años;Otros tumores;34
Mujeres;De 80 a 84 años;Tumores;4
Mujeres;De 80 a 84 años;Tumores;75
Mujeres;De 80 a 84 años;Otros tumores;3
Mujeres;De 80 a 84 años;Tumores malignos;1
Mujeres;De 80 a 84 años;Melanoma maligno de la piel;5
Mujeres;De 80 a 84 años;Otros tumores;13
Mujeres;De 80 a 84 años;Tumores;103
Mujeres;De 80 a 84 años;Tumores;9
Mujeres;De 80 a 84 años;Tumores;24
Mujeres;De 80 a 84 años;Tumores;26
Mujeres;De 80 a 84 años;Tumores malignos;8
Mujeres;De 80 a 84 años;Tumores;0
Mujeres;De 80 a 84 años;Tumores malignos;0
Mujeres;De 80 a 84 años;Tumores;10
Mujeres;De 80 a 84 años;Tumores;18
Mujeres;De 80 a 84 años;Otros tumores;11
Mujeres;De 80 a 84 años;Tumores;16
Mujeres;De 80 a 84 años;Otros tumores;6
Mujeres;De 80 a 84 años;Tumores;50
Mujeres;De 80 a 84 años;Tumores malignos;52
Mujeres;De 80 a 84 años;Leucemia;43
Mujeres;De 80 a 84 años;Tumores in situ;0
Mujeres;De 80 a 84 años;Tumores benignos;5
Mujeres;De 80 a 84 años;Síndrome mielodisplásico;12
Mujeres;De 80 a 84 años;Otros tumores;21
Mujeres;De 80 a 84 años;Enfermedades de la sangre y de los órganos hematopoyéticos;18
Mujeres;De 80 a 84 años;Enfermedades de la sangre y de los órganos hematopoyéticos;16
Mujeres;De 80 a 84 años;Ciertos trastornos que afectan al mecanismo de la inmunidad;2
Mujeres;De 80 a 84 años;Enfermedades endocrinas, nutricionales y metabólicas;84
Mujeres;De 80 a 84 años;Diabetes mellitus;51
Mujeres;De 80 a 84 años;Otras enfermedades;33
Mujeres;De 80 a 84 años;Trastornos mentales y del comportamiento;162
Mujeres;De 80 a 84 años;Trastornos mentales y del comportamiento;159
Mujeres;De 80 a 84 años;Trastornos mentales y del comportamiento;0
Mujeres;De 80 a 84 años;Trastornos mentales y del comportamiento;0
Mujeres;De 80 a 84 años;Trastornos mentales y del comportamiento;3
Mujeres;De 80 a 84 años;Enfermedades del sistema nervioso y de los órganos de los sentidos;253
Mujeres;De 80 a 84 años;Meningitis;1
Mujeres;De 80 a 84 años;Alzheimer;145
Mujeres;De 80 a 84 años;Otras enfermedades;107
Mujeres;De 80 a 84 años;Enfermedades del sistema circulatorio;909
Mujeres;De 80 a 84 años;Enfermedades cardíacas reumáticas crónicas;20
Mujeres;De 80 a 84 años;Enfermedades hipertensivas;79
Mujeres;De 80 a 84 años;Infarto agudo de miocardio;111
Mujeres;De 80 a 84 años;Otras enfermedades;75
Mujeres;De 80 a 84 años;Insuficiencia cardíaca;136
Mujeres;De 80 a 84 años;Otras enfermedades;196
Mujeres;De 80 a 84 años;Enfermedades cerebrovasculares;252
Mujeres;De 80 a 84 años;Aterosclerosis;9
Mujeres;De 80 a 84 años;Otras enfermedades;31
Mujeres;De 80 a 84 años;Enfermedades del sistema respiratorio;439
Mujeres;De 80 a 84 años;Influenza (gripe);3
Mujeres;De 80 a 84 años;Neumonía;87
Mujeres;De 80 a 84 años;Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);49
Mujeres;De 80 a 84 años;Asma;14
Mujeres;De 80 a 84 años;Insuficiencia respiratoria;22
Mujeres;De 80 a 84 años;Otras enfermedades;264
Mujeres;De 80 a 84 años;Enfermedades del sistema digestivo;192
Mujeres;De 80 a 84 años;Úlcera de estómago, duodeno y yeyuno;4
Mujeres;De 80 a 84 años;Enteritis y colitis no infecciosas;1
Mujeres;De 80 a 84 años;Enfermedad vascular intestinal;30
Mujeres;De 80 a 84 años;Cirrosis y otras enfermedades crónicas del hígado;23
Mujeres;De 80 a 84 años;Otras enfermedades;134
Mujeres;De 80 a 84 años;Enfermedades de la piel y del tejido subcutáneo;19
Mujeres;De 80 a 84 años;Enfermedades del sistema osteomuscular y del tejido conjuntivo;45
Mujeres;De 80 a 84 años;Artritis reumatoide y osteoartrosis;3
